"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"48,9 m²","","Bắc","4 m","5,2 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ em cần bán mảnh đất đẹp 48.9m2 tại Lộc Hà, Mai Lâm, Đông Anh thông ô tô","https://batdongsan.com.vn/ban-dat-duong-quoc-lo-3-xa-mai-lam/chinh-chu-em-can-ban-manh-dep-48m-tai-loc-ha-dong-anh-thong-o-to-pr42860933","3 m"
"115 m²","Đông - Nam","","","10,5 tỷ","","","","Full nội thất đẹp.","Đang chờ sổ","3 phòng","2 phòng","","","","Căn hộ chung chính chủ cần bán căn hoa hậu tầng trung toà nhà King Palace","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-king-palace/-chinh-chu-ban-a-hay-tang-trung-toa-nha-palace-pr42877874",""
"70 m²","Đông - Nam","","","5,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Tôi bán căn Hanoi CenterPoint, 70m2 thiết kế 2 ngủ, tầng trung, BC: Đông Nam thoáng mát giá 5tỷ8","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-ha-noi-center-point/toi-ban-hanoi-centerpoint-64m2-thiet-ke-2-ngu-tang-trung-bc-dong-nam-thoang-mat-gia-4ty3-pr39660699",""
"60 m²","","","5 m","28 triệu/tháng","","","Theo nhà cung cấp","Cơ bản","","7 phòng","4 phòng","5 tầng","Ở ngay","","Cho thuê nhà phân lô phố Ngụy Như Kom Tum - Thanh Xuân. 60m2 x 5T, MT 5m. 28tr/th","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-nguy-nhu-kon-tum_1-phuong-nhan-chinh/cho-phan-lo-kom-tum-thanh-xuan-60m2-x5t-mt-5m-28tr-pr42881263","9 m"
"35 m²","","","3,6 m","9,1 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","5 tầng","","","NHÀ HAI MẶT NGÕ DÂN TỰ XÂY - 20 MÉT RA PHỐ - TRUNG TÂM QUẬN THANH XUÂN - TIỆN ÍCH VÔ VÀN.","https://batdongsan.com.vn/ban-nha-rieng-duong-vu-trong-phung-phuong-nhan-chinh/-hai-mat-ngo-dan-tu-xay-20-met-ra-pho-trung-tam-quan-thanh-xuan-tien-ich-vo-van-pr42925086","3 m"
"52 m²","","","","4 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Tổng hợp quỹ căn 2 - 3PN giá chỉ từ 4 tỷ tại dự án HD MON. LH 0397 942 *** ( em Hiếu )","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/tong-hop-quy-2-3pn-gia-chi-tu-4-ty-tai-du-an-hd-lh-em-hieu-pr42912897",""
"876 m²","","","48 m","826 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ kẹt tiền cần bán gấp mảnh đất mặt tiền đường đa anh 876 m giá 826 triệu hết đất","https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-duong-quoc-lo-53-xa-kim-hoa-2/chinh-chu-ket-tien-can-ban-gap-manh-dat-mat-tien-da-anh-876-m-gia-826-trieu-het-dat-pr42895550","4 m"
"64 m²","","Nam","","3,1 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán căn hộ 2PN 2WC căn GỐC giá 3ty1 chung cư Moonlight Park View ĐS 7","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-7-phuong-an-lac-a-prj-moonlight-park-view/ban-2pn-ng-tang-full-noi-that-cao-cap-lam-800tr-d-s-7-pr41498086",""
"72 m²","","","","2,4 tỷ","","","","Nội thất đầy đủ: Điều hòa, tủ lạnh, giường...","Hợp đồng mua bán","2 phòng","2 phòng","","","","Bán căn hộ chung cư tại City Gate, 2,399 tỷ, 72m2, giá siêu hời chỉ với","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-16-1-prj-city-gate-towers/ban-tai-2-399-ty-72m2-gia-sieu-i-chi-voi-pr42810095",""
"60 m²","","","4 m","6,1 tỷ","","","","","","3 phòng","3 phòng","2 tầng","","","Trung tâm Q. Tân Phú khu vip nhất Lý Thánh Tông và Tô Hiệu ngang 4m dài 15m giá 6tỷ1 bớt lộc","https://batdongsan.com.vn/ban-nha-rieng-duong-ly-thanh-tong-phuong-tan-thoi-hoa/trung-tam-q-phu-khu-vip-nhat-va-to-hieu-ngang4m-dai-15m-gia-6ty5-bot-loc-pr42735435","8 m"
"120 m²","","","6 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán gấp lô đất MTĐ. Trương Văn Kỉnh, P. 1, gần trường ĐH TP. Trà Vinh. DT 120m2, SHR","https://batdongsan.com.vn/ban-dat-duong-truong-van-kinh-phuong-1_4/can-ban-gap-lo-day-mtd-p-1-gan-dh-tp-tra-vinh-dt-120m2-gia-500tr-shr-pr42924197",""
"52 m²","Đông","Nam","","1,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","","","","Chính chủ kẹt tiền bán nhanh căn 1PN Rivana chỉ 1ty9, 2PN chỉ 2ty590 hỗ trợ vay ngân hàng đến 80%","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-13-phuong-vinh-phu-prj-the-rivana/chinh-chu-ket-tien-ban-nhanh-1pn-chi-1ty9-2pn-chi-2ty590-tro-vay-ngan-hang-den-80-pr42941246",""
"105 m²","Đông - Nam","Tây - Bắc","","2,1 tỷ","","","","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng","","","","Bán căn góc chung cư FBS ( CT3 ) - KĐT Trần Hưng Đạo - Gần bờ hồ 30/6","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tran-hung-dao-7/ban-goc-fbs-ct3-kdt-gan-bo-30-6-pr42878020",""
"40 m²","","","7 m","35 triệu/tháng","","","","","","","","5 tầng","","","Cho thuê MBKD nhận diện đỉnh cho mọi mô hình mặt phố Hoàng Quốc Việt mặt tiền 7m 0913 319 ***","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-hoang-quoc-viet-phuong-nghia-tan-3/cho-mbkd-nhan-dien-dinh-cho-moi-mo-hinh-mat-pho-mat-tien-7m-pr42940891",""
"250 m²","","","10 m","200 nghìn/m²","","","","Đầy đủ","","6 phòng","6 phòng","5 tầng","","Camera, Bảo vệ, PCCC","Cho thuê căn căn góc LIỀN KỀ tại Rue De Charme, 214 Nguyễn Xiển - Lương Thế Vinh giá siêu tốt","https://batdongsan.com.vn/cho-thue-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-thanh-xuan-trung/cho-can-can-goc-tai-rue-de-charme-214-luong-the-vinh-gia-sieu-tot-pr42126495?source=ad&adid=2989858","25 m"
"100 m²","","","","5,65 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chuyển chỗ ở, cần Bán căn 3 ngủ FLC Star Tower, Quang Trung, HĐ. SĐCC. Giá 5,x tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-flc-star-tower/chuyen-cho-o-ban-3-ngu-hd-sdcc-gia-5-x-ty-pr42933017",""
"120 m²","","","5,5 m","60 triệu/tháng","","","","","","","","7 tầng","","","Siêu mới cho thuê mặt bằng kinh doanh phố Chiến Thắng: DT 120m2 x 7 tầng MT 5.5m giá 60tr/th","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-duong-chien-thang-phuong-van-quan/sieu-moi-cho-mat-bang-kinh-doanh-pho-dt-120m-x-7-tang-mt-5-5m-gia-60tr-th-pr42359940",""
"125 m²","","Tây - Nam","5 m","1,75 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","2 tầng","","","Bán đất tặng dãy trọ mới 100% KDC Tân Đức, đầu tư siêu lời 1,75tỷ/125m2/SHR chính chủ","https://batdongsan.com.vn/ban-nha-rieng-xa-duc-hoa-ha/ban-dat-tang-day-tro-moi-100-kdc-tan-dau-tu-sieu-loi-1-75ty-125m2-shr-chinh-chu-pr42821216","12 m"
"126 m²","","","","8,57 tỷ","","","","","","4 phòng","4 phòng","4 tầng","","","Nhà phố kinh doanh đẹp KDT Yên Bình Home, lối 2 Nguyễn Văn Cừ phường Hưng Phúc, TP Vinh","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-hung-phuc-prj-yen-binh-homes/-pho-kinh-doanh-dep-kdt-home-loi-2-ngu-van-cu-tp-vinh-pr42898770",""
"60 m²","","","","48 triệu/tháng","","","","","","","","","","","MẶT BẰNG TRỆT 60M2 - PHÙ HỢP KINH DOANH F&B - VỊ TRÍ TRUNG TÂM MẶT TIỀN THẢO ĐIỀN, QUẬN 2","https://batdongsan.com.vn/cho-thue-sang-nhuong-cua-hang-ki-ot-phuong-thao-dien/mat-bang-tret-60m2-phu-hop-kinh-doanh-f-b-vi-tri-trung-tam-mat-tien-quan-2-pr42926224",""
"519 m²","","","","158 tỷ","","","","","","","","3 tầng","","","Bán đơn lập khu Bằng Lăng 02 - 07. ĐN, 519m2, nhà thô. Đất vuông, ngã ba sông rộng, giá 158 tỷ","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bang-lang-2-phuong-phuc-loi-prj-vinhomes-riverside/ban-bt-8-khu-vip-639m-dat-vuong-hoan-thien-dep-135-ty-view-song-dep-nhat-vinhomes-pr40067166",""
"70 m²","","","","4,3 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng","","","","Bán căn hộ 2PN-2WC diện tích 70m2 full đồ chung cư Thái Hà 43 Phạm Văn Đồng giá 4tỷ3 bao phí","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-co-nhue-2-prj-nha-o-cho-can-bo-chien-sy-bo-cong-an/ban-2-3pn-thai-ha-43-dien-tich-73m2-133m2-gia-tu-n-3-ty-pr40318673",""
"32 m²","","","","600 triệu","","","","Đầy đủ","","1 phòng","","","","","Chuyển nhượng Apec Mũi Né: Căn 1PN giá từ 600tr - 670tr, 2PN: 1,6 tỷ (tổng giá 100%, đã gồm VAT)","https://batdongsan.com.vn/ban-condotel-duong-dt-716-phuong-mui-ne-prj-apec-mandala-wyndham-binh-thuan/chuyen-nhuong-can-1pn-gia-tu-600tr-670tr-2pn-1-6-ty-tong-gia-100-da-gom-vat-pr42615653",""
"120,6 m²","","","","22 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Diện tích khủng! Bán đất căn góc 2 Mặt tiền Ngô Đức Kế, P12 Bình Thạnh. 8 x 17m -CN 120,6m2 - 22 Tỷ","https://batdongsan.com.vn/ban-dat-duong-ngo-duc-ke-1-phuong-12-7/dien-tich-khung-ban-can-goc-2-mat-tien-p12-binh-thanh-8-x-17m-cn-120-6m2-22-ty-pr42920687",""
"105 m²","","","","21,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Giảm mạnh 5 tỷ, mặt tiền Phan Văn Trị, Bình Thạnh, DT: 5.5x27m, giá chỉ hơn 21 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-11-7/giam-manh-5-ty-tien-binh-thanh-dt-5-5x27m-gia-chi-hon-21-ty-pr42933343",""
"250 m²","","","","35 triệu/tháng","","","","Cơ bản","","2 phòng","3 phòng","3 tầng","","","Cho thuê nhà có sân vườn 281 Bình Lợi, Phường 13, Quận Bình Thạnh","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-binh-loi-phuong-13-7/cho-co-san-vuon-281-13-quan-thanh-pr42722339","12 m"
"53 m²","Tây - Nam","Đông - Bắc","","Thỏa thuận","","","","Đầy đủ.","Hợp đồng mua bán.","2 phòng","1 phòng","","","","Chính chủ cần bán cắt lỗ căn 2PN 1VS - 53m2 - căn hộ Tòa G3 tại Vinhomes Green Bay","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/chinh-chu-ban-cat-2pn-1vs-toa-g3-tai-vinmes-greenbay-pr41526862",""
"171 m²","","Tây - Bắc","7 m","1,35 tỷ","","","","","Đang chờ sổ","","","","","","Cần bán nền đất dự án Sunflower City 171m2 đường 30m giá 1,350 tỷ. LH 0935 373 ***","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d11-xa-phuoc-an-1-prj-sunflower-city/c-b-117m2-ong-30m-gia-750tr-lh-pr41628328","30 m"
"31 m²","","","3 m","6,5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","3 tầng","","","Bán nhà 3 tầng mới toanh đường Nguyễn Trãi p2 q5, giá chỉ 6,5 tỷ còn thương lượng","https://batdongsan.com.vn/ban-nha-rieng-phuong-2-15/ban-3-tang-moi-toanh-duong-nguyen-trai-p2-q5-gia-chi-6-5-ty-con-thuong-luong-pr42934777","3 m"
"40 m²","","","","15 triệu/tháng","","","","Đầy đủ 6 điều hoà, 2 nóng lạnh, bếp từ, hút mùi, 4 bộ giường tủ.","","4 phòng","3 phòng","4 tầng","","","Cho thuê nhà Nguyễn Văn Cừ - Gia Thụy: 15 triệu","https://batdongsan.com.vn/cho-thue-nha-rieng-duong-nguyen-van-cu-1-phuong-long-bien/cho-gia-thuy-15-trieu-pr42822934",""
"250 m²","","Đông - Nam","10 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán 250m2 đất cạnh đô thị CEO, trường THCS Trưng Vương - Mê Linh","https://batdongsan.com.vn/ban-dat-xa-dai-thinh/ban-250m2-so-do-giap-do-thi-ceo-gan-truong-trung-vuong-me-linh-pr39522010","13,5 m"
"180 m²","","Đông - Bắc","11,25 m","85 triệu/m²","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán lô đất tái định cư Nội Đồng, Đại Thịnh, Mê Linh. DT 180m2, MT hơn 11m","https://batdongsan.com.vn/ban-dat-duong-23b-xa-dai-thinh/chinh-chu-ban-lo-tai-dinh-cu-noi-dong-me-linh-dt180m-mt-12m-pr42827413","15 m"
"3.502,2 m²","","Đông - Nam","","12,6 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Khu Vân Đồn chỉ chưa đến 3,6tr/m2 bạn có thể sử hữu lô đất 3502,2m2 để làm khu nghỉ dưỡng","https://batdongsan.com.vn/ban-dat-duong-334-xa-doan-ket_1/dac-khu-van-don-chi-chua-den-3-6tr-m2-ban-co-the-su-huu-lo-3502m2-de-lam-khu-nghi-duong-pr42905749","4 m"
"128 m²","","","","29,8 triệu/m²","","","","","","","","","","","Bán gấp đất nền tại Cửa Cạn, Phú Quốc, Kiên Giang đang hot","https://batdongsan.com.vn/ban-dat-xa-cua-can/ban-gap-nen-tai-phu-quoc-kien-giang-dang-hot-pr41808881",""
"60 m²","","Tây - Bắc","4 m","6,6 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","","","XE HƠI ĐẬU CỬA - 60m2 - LINH TRUNG THỦ ĐỨC - NHỈNH 6 TỶ","https://batdongsan.com.vn/ban-nha-rieng-duong-linh-trung-phuong-linh-trung/xe-hoi-dau-cua-60m2-thu-duc-nhinh-6-ty-pr42938545","5 m"
"50 m²","","","","2,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán nhà kiệti Đống Đa, 2,8 tỷ, 50 m2, tiện ích xung quanh đầy đủ","https://batdongsan.com.vn/ban-nha-rieng-duong-dong-da-phuong-thanh-binh/ban-kieti-2-8-ty-50-m2-tien-ich-xung-quanh-y-du-pr42917775",""
"50 m²","","","4,2 m","5,59 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","4 tầng","","","Trung tâm TP Đà Nẵng - Lê Đình Lý - Trục ô tô tận nơi - 4 tầng đẹp ở ngay hàng hiếm lô góc - 5.x tỷ","https://batdongsan.com.vn/ban-nha-rieng-duong-le-dinh-ly-phuong-hai-chau_1/trung-tam-tp-da-nang-truc-o-to-tan-noi-4-tang-dep-o-ngay-hang-hiem-lo-goc-5-x-ty-pr42551667","5 m"
"90,7 m²","","","4,3 m","12,9 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","","","Nhà diện tích lớn 4.3 x 21.5m, hẻm lớn 8m Bàu Bàng, đa công năng 3 tầng, chỉ 12.9 tỷ LT Mạnh","https://batdongsan.com.vn/ban-nha-rieng-duong-bau-bang-phuong-13-10/-dien-tich-lon-4-3-x-21-5m-hem-lon-8m-da-cong-nang-3-tang-chi-12-9-ty-lt-manh-pr40971147","8 m"
"402 m²","","","15 m","235 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","8 tầng","","","Bán tòa nhà VP mặt tiền Huỳnh Mẫn Đạt, P1, Quận 5. DT (15x27m), hầm 8 tầng, DTS: 2500m2","https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-man-dat-phuong-1-15/ban-toa-vp-tien-p1-quan-5-dt-15x27m-ham-8-tang-dts-2500m2-pr42742771","15 m"
"114,4 m²","Tây - Bắc","Đông - Nam","","Thỏa thuận","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Nhận booking mở bán đợt 1 căn hộ chung cư 5* view Hồ Tây tại Westlake Residential - đỉnh cao Tây Hồ","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-chung-cu-westlake-residential/nhan-booking-mo-ban-dot-1-5-view-tay-tai-dinh-cao-tay-pr42933943?source=ad&adid=3001944",""
"192 m²","","Tây - Bắc","6 m","11,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán nền đẹp Đường Nguyễn Thái Học dự án Golden City An Giang","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-thai-hoc-phuong-my-hoa-1-prj-golden-city-an-giang/b-dep-ong-gig-pr40488446","40 m"
"80 m²","","Đông","5 m","1,22 tỷ","","","","","Đã có sổ riêng","","","","","","Cần tiền bán gấp lô đất dự án Golden Center City 1, Mỹ Phước, TP Bến Cát, sổ sẵn hỗ trợ vay","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quoc-lo-13-phuong-my-phuoc-prj-golden-center-city/-mat-tien-13-ngay-trung-tam-thi-xa-ben-cat-so-hong-rieng-pr33864068","13 m"
"1.200 m²","","Đông - Nam","","6,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Mặt biển Bình Lập, dài 26m * phù hợp đất ở * giá siêu mềm: 6,5 tỷ","https://batdongsan.com.vn/ban-dat-xa-cam-lap/-mat-bien-binh-dai-26m-phu-hop-o-gia-sieu-mem-6-5-ty-pr42658325",""
"70 m²","","","","125 triệu/m²","","","","","Hợp đồng mua bán","","","","","","Bán đất LK khu đô thị Đại Thanh DT 70m, đường 70 sắp được mở rộng, giá bán 125tr/m, LH 0766 243 ***","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-70-2-xa-ta-thanh-oai-prj-khu-do-thi-moi-dai-thanh/ban-lk-dt-70m-70-sap-duoc-mo-rong-gia-ban-125tr-m-lh-pr42354812",""
"70,5 m²","","Tây - Bắc","4,3 m","3,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất SHR ngay Cầu Thơ Du Chợ Cầu Đồng Q12","https://batdongsan.com.vn/ban-dat-duong-thanh-loc-13-phuong-tan-chanh-hiep-1/ban-shr-ngay-cau-tho-du-cho-cau-dong-q12-pr42347890","4 m"
"117,9 m²","Đông - Nam","Tây - Bắc","","10,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Bán căn 3 pn + 1 Kho - Sunshine City - 117.9m2 (thông thủy) - view sân golf + Sông Hồng - Sổ đỏ","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/ban-3-ngu-1-kho-117-9m2-thong-thuy-view-san-golf-song-hong-so-do-pr42798740",""
"100 m²","","","","Thỏa thuận","","","","","","","","","","","Giá 1,x tỷ, 5x20m, Đất Nền Liền Kề Vincom Plaza phường 1 Tp Cà Mau ,e Phúc nhận ký gửi nhà đất","https://batdongsan.com.vn/ban-dat-phuong-1-7/gia-1-x-ty-5x20m-nen-lien-ke-vincom-plaza-1-tp-ca-mau-e-phuc-nhan-ky-gui-nha-pr42811212",""
"394,4 m²","","","8,2 m","390 triệu","","","","","Sổ đỏ/sổ hồng.","","","","","","390 triệu/395m2 mặt tiền đường HL2 nhựa 30m - sổ hồng riêng - công chứng trong ngày","https://batdongsan.com.vn/ban-dat-duong-huong-lo-2-xa-an-tinh/b-gap-mh-cuc-tot-trg-bg-8x49-nhua-16m-gia-430trieu-so-hong-rieng-pr40150939",""
"2.300 m²","","","2 m","3,75 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cắt lỗ cần bán gấp đất nông nghiệp cho con đi du học - cơ hội đầu tư sinh lời","https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-xa-hung-thuan/cat-lo-can-ban-gap-dat-nong-nghiep-cho-con-di-du-hoc-co-hoi-dau-tu-sinh-loi-pr42810226",""
"374 m²","","","11 m","65 tỷ","","","","","Sổ đỏ/ Sổ hồng","10 phòng","10 phòng","5 tầng","","","Giảm mạnh 10 tỷ bán biệt thự Compound đường CMT8, Phường 7, Tân Bình, 11x34m, hầm, 5 lầu hồ bơi","https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-7-12/giam-manh-10-ty-ban-biet-thu-compound-cmt8-7-tan-binh-11x34m-ham-5-lau-pr42131855",""
"80 m²","Tây","Tây","2,5 m","8 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","2 tầng","","","Bán nhà riêng tại Huỳnh Văn Nghệ, Tân Bình, 8 tỷ, 80m2, 5PN, 4WC","https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-nghe-phuong-15-8/ban-tai-tan-binh-8-ty-80m2-5pn-4wc-pr42799989","2,5 m"
"62 m²","","","","5,4 tỷ","","","","Cơ bản","","2 phòng","2 phòng","","","","New City căn góc tầng cao thông thoáng, view đẹp Thiso Sala, 2 phòng ngủ, hỗ trợ bank","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-binh-khanh-prj-new-city-thu-thiem/newcity-goc-tang-cao-tng-tang-view-dep-thiso-sala-2-png-ngu-tro-bank-pr42734870",""
"82,5 m²","","Đông - Nam","5 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán lô đất 83m2 MT 5m, KDC bộ tư pháp Phú Mỹ, quận 7, tp Hồ Chí Minh.Lh: 0963 926 ***","https://batdongsan.com.vn/ban-dat-duong-pham-huu-lau-phuong-phu-my-9/chinh-chu-ban-lo-83m2-mt-5m-kdc-bo-tu-phap-quan-7-tp-ho-chi-minh-lh-pr42709325","10 m"
"128 m²","","","6 m","3,1 tỷ","","","","","Sổ đỏ","","","","","","Bán lô 128m2 siêu phẩm TĐC Suối Lớn. Mặt đường trục chính 20m, đối diện trường học, gần công viên","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-dt-46-xa-duong-to-prj-khu-dan-cu-suoi-lon/ban-lo-128m2-sieu-pham-tdc-mat-truc-chinh-20m-doi-dien-truong-hoc-gan-cong-vien-pr42667023","20 m"
"10.500 m²","","Tây","60 m","18 tỷ","","","","Cơ bản.","Sổ đỏ/ Sổ hồng","","5 phòng","","","","Chuyển nhượng nhà máy dược liệu tại KCN Trà Đa Gia Lai, 10500m2 khu xưởng hiện trạng 4500m2","https://batdongsan.com.vn/ban-kho-nha-xuong-xa-tra-da/chuyen-nhuong-may-duoc-lieu-tai-kcn-gia-lai-10500m2-khu-hien-ng-4500m2-pr41289150","20 m"
"108 m²","Bắc","Nam","","3 tỷ","","","","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng","","","","Căn bản gấp căn Duplex Vison Tân Tạo Bình Tân giá chỉ 3ty","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-dai-nghia-phuong-tan-tao-a-prj-vision-binh-tan/-ban-gap-duplex-vison-gia-chi-3ty-pr42597940",""
"2.338 m²","","","25 m","3 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất đang trồng mai xe lớn chạy tới đất","https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-xa-luong-hoa-1/ban-dat-dang-trong-mai-xe-lon-chay-toi-dat-pr42123981","3 m"
"70 m²","Đông - Bắc","","","4,5 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Chính chủ bán 4,5 tỷ căn 2PN 70m2 tầng 16 sổ đỏ chính chủ. Ban công Đông Bắc. LH 0395 319 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/chinh-chu-ban-4-5-ty-2pn-70m-tang-16-so-do-chinh-chu-ban-cong-dong-bac-lh-pr42677596",""
"76 m²","Đông - Bắc","Tây - Nam","","4,89 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","HÀNG HIẾM - Roman Plaza. Căn 2pn 76m2 giá chỉ 4,89 tỷ nội thất đẹp có slot ô tô. Lh em 0345 431 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/hang-hiem-2pn-76m2-gia-chi-4-89-ty-noi-that-dep-co-slot-o-lh-em-pr42903021",""
"80 m²","Tây","Tây","4 m","8,2 tỷ","","","","NỘI THẤT CAO CẤP","Sổ đỏ/ Sổ hồng","5 phòng","6 phòng","4 tầng","","","Bán Nhà Riêng KẾ Ngay KDC TÊN LỬA, THANG MÁY 450KG, 80m2, FULL NỘI THẤT CAO CẤP - ĐƯỜNG NHỰA 8M","https://batdongsan.com.vn/ban-nha-rieng-duong-le-dinh-can-phuong-tan-tao/ban-tai-ke-kdc-ten-lua-thang-may-450kg-80m2-full-noi-that-cao-cap-pr42890651","8 m"
"40 m²","","Tây","4 m","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","1 tầng","","","Bán nhà Hồ Văn Long - Chợ Bà Hom cũ Bình Tân 1L 2PN chính chủ 0359 458 ***","https://batdongsan.com.vn/ban-nha-rieng-duong-ho-van-long-phuong-tan-tao/ban-c-ba-m-cu-binh-1l-2pn-2-13ty-chinh-chu-pr42094170","6 m"
"86 m²","","","","27 tỷ","","","","","","","","3 tầng","","","Góc ngã tư Hàn Hải Nguyên - Thái Phiên Q11, DT sàn 154m2, 3 tầng HĐT 120 tr, 27 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-han-hai-nguyen-phuong-1-19/goc-nga-tu-t-phien-q11-dt-san-154m2-3-tang-hdt-120-tr-27-ty-pr42930077",""
