"Description","Location","Price","Price per m²","Space","Title"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Nhà Phan Đình Giót - Quang Trung - Hà Đông - Diện Tích 56m2 - 3 Tầng"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","5,8 tỷ","104 tr/m²","56 m²","CHỊ GÁI NHỜ BÁN - BẠCH MAI - THANH NHÀN - 25M2 - 5 TẦNG - GIÁ 4.35 TỶ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Hà Đông • hôm qua","5,8 tỷ","104 tr/m²","56 m²","P/lô oto nội thất V.I.P ở ngay QUANG TRUNG, HÀ ĐÔNG, 45mX7t, mt 4m"
"7 PN • Hướng Bắc • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Bán CC mini phố Xốm~45m2x5T, 7 phòng KK cho thuê/ 10m ra ngõ ôtô tải"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Tôi bán nhà mặt phố Quan Hoa Nguyễn Khang 43m2 5 tầng 4,5 mặt tiền"
"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","SIÊU PHẨM HOÀNG MAI MỚI XÂY"
"3 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Hà Đông • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Nhà mới xây cần b.á.n gấp tại Quang Trung Hà Đông"
"5 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Nhà CẦU TÓ - HỮU HOÀ - Thanh Trì, 37m², 4 tầng, 5 ngủ, 4,2 tỷ - Xây mớ"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Bán nhà 5T*30m2-hoàn thiện đẹp-3PN-Giang lẻ-Biên giang-Ô tô đỗ gần"
"5 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","BÁN NHÀ PHÂN LÔ NGUYỄN AN NINH - Ô CHỜ THANG MÁY - NHÀ MỚI 6 TẦNG"
"6 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Bán gấp nhà Mặt Phố Hoàng Văn Thái DT90m2 8Tầng Giá 39.5 tỷ"
"Đất thổ cư • Ngang 8 m","Quận Hai Bà Trưng • hôm qua","5,8 tỷ","104 tr/m²","56 m²","ĐẤT SỔ ĐỎ 129m2 ĐƯỜNG MINH KHAI QUẬN HAI BÀ TRƯNG"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","5,8 tỷ","104 tr/m²","56 m²","NHÀ RIÊNG 44M2 TẠI BẮC CẦU - MẶT TIỀN 4,4M - NỞ HẬU - 5,65 TỶ"
"6 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","5,8 tỷ","104 tr/m²","56 m²","PHÂN LÔ Ô TÔ VÀO NHÀ - 81M2 - Ô CHỜ THANG MÁY - GIÁ NHỈNH 17 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Nhà đẹp Trương Định, xây tâm huyết, 39m², sân rộng, ô tô qua cổng, 5.6"
"2 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Chuyển nhượng Giá Rẻ 1PN+ ,2PN, 2PN+, 3PN Vinhomes Smart City Các Khu"
"2 PN • Chung cư","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","Bán Căn Hộ Gelexia Tam Trinh 76m2, 2 Ban Công View Gamuda, 4.3 Tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Ba Đình • hôm qua","5,8 tỷ","104 tr/m²","56 m²","ĐÀO TẤN - NGÕ NÔNG, RỘNG, THÔNG CÁC NGẢ - DÂN XÂY-SỔ VUÔNG ĐẸP – 49M²"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","BÁN NHÀ TAM TRINH, LÔ GÓC, NGÕ OTO, KINH DOANH, 70M2, MT 5.5M, 9.5 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","5,8 tỷ","104 tr/m²","56 m²","CHÍNH CHỦ BÁN NHÀ NGUYỄN ĐỨC CẢNH -HỒ ĐỀN LỪ - 29M2 - 4 TẦNG -3 NGỦ"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","4,48 tỷ","128 tr/m²","35 m²","BÁN NHÀ PHỐ PHÚC LỢI GẦN VIMHOME RIVERSIDE, 4.3 TỶ 5 TẦNG 35M,FULL NT"
"nhiều hơn 10 PN • Căn hộ dịch vụ, mini","Quận Hai Bà Trưng • hôm qua","4,48 tỷ","128 tr/m²","35 m²","CĂN HỘ DÒNG TIỀN KHỦNG PHỐ MINH KHAI – 2 TỶ/NĂM – 28 PHÒNG – THANG MÁY"
"4 PN • Nhà phố liền kề","Quận Hà Đông • hôm qua • Tin nổi bật","4,48 tỷ","128 tr/m²","35 m²","CHÍNH CHỦ BÁN NHÀ ĐẸP HÀ ĐÔNG - 82.5M2, 4 TẦNG FULL NỘI THẤT, GIÁ TỐT"
"1 PN • Chung cư","Quận Hoàng Mai • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Chính chủ bán cắt lỗ sâu CCMN Minh Khai_cầu Mai Động mới xây, giá rẻ"
"1 PN • Chung cư","Quận Cầu Giấy • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Chính chủ bán CCMN Hồ Tùng Mậu 1PN (đối diện ĐH Quốc Gia)Full nội thất"
"1 PN • Chung cư","Quận Đống Đa • hôm qua","4,48 tỷ","128 tr/m²","35 m²","CHÍNH CHỦ BÁN CĂN CCMN THÁI HÀ 1-2PN FULL NỘI THẤT,GIÁ RẺ,PCCC ĐÂY ĐỦ"
"nhiều hơn 10 PN • Căn hộ dịch vụ, mini","Quận Hoàng Mai • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Toà CCMN Tân Mai, xây mới đủ PCCC, 19 phòng, ô tô đỗ cửa, giá 18,9 tỷ"
"2 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","4,48 tỷ","128 tr/m²","35 m²","BÁN NHÀ ĐƯỜNG LÁNG, OTO ĐỖ CỬA, VỊ TRÍ ĐẸP, PHÂN LÔ DÂN CHÍ CAO"
"Mặt bằng kinh doanh","Quận Hai Bà Trưng • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Bán nhà 6 tầng đang kinh doanh, gần BV Bạch Mai, giá tốt"
"Đất thổ cư • Ngang 8 m","Huyện Chương Mỹ • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Bán đất 3 mặt tiền QL6 Chương Mỹ, Hà Nội, 56 triệu / m2, 113.9 m2"
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • hôm qua","4,48 tỷ","128 tr/m²","35 m²","5 TẦNG NHÀ MỚI - Ô TÔ ĐỖ CỬA -KD NHỎ - GẦN NHÀ VĂN HÓA, BỂ BƠI TỪ LIÊM"
"4 PN • Nhà phố liền kề","Huyện Hoài Đức • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Nhà 5 tầng rẻ nhất An Khánh, cách 50m ra ô tô đỗ,vị trí cực đẹp"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","4,48 tỷ","128 tr/m²","35 m²","BÁN NHÀ BÁT KHỐI AEON MALL 38M 6 TẦNG Ô TÔ ĐỂ GARA, THANG MÁY 9,25 TỶ"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Bán nhà phố Phạm Tuấn Tài | 60m², 7 tầng TM, ô tô tránh, giá 28.5 tỷ"
"Đất thổ cư","Quận Hà Đông • hôm qua","4,48 tỷ","128 tr/m²","35 m²","*** một lô giá đầu tư 61,6M MT 4,5M vài bước oto tránh"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Nhà 51m2 Xây 5 Tầng Gara Ô Tô, Thang Máy Bát Khối, Long Biên – 7.7 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","4,48 tỷ","128 tr/m²","35 m²","NHÀ GẦN PHỐ QUANG LÃM, 5 TẦNG- 3,9 TỶ- GẦN ĐH ĐẠI NAM"
"Đất thổ cư • Ngang 10.44 m","Huyện Ba Vì • hôm qua • Tin nổi bật","4,48 tỷ","128 tr/m²","35 m²","lô góc 2 mặt tiền siêu hiếm"
"3 PN • Chung cư","Quận Thanh Xuân • hôm qua","4,48 tỷ","128 tr/m²","35 m²","Bán chung cư 282 Nguyễn Huy Tưởng 100m2, 3 ngủ, 2 vs chỉ 5.X tỷ"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","4,48 tỷ","128 tr/m²","35 m²","BÁN CCMN PHÚ MỸ - 60M2 x 7T - 12P - 65TR/THÁNG - OTO- GIÁ 14.2 TỶ."
"3 PN • Nhà mặt phố, mặt tiền","Huyện Chương Mỹ • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","Bán nhà 75m 3t mặt Phố Xuân mai"
"2 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","VĨNH HƯNG - DƯƠNG VĂN BÉ - Ô TÔ ĐỖ CỬA - 36M2 - 2 TẦNG - 2 NGỦ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","Yên Hoà 37m2 x 6T thang máy - xe 5 tạ đỗ cửa - nhà đẹp - giá 9.2 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","NHÀ CỔ LINH- 6TẦNG THANG MÁY- GARA OTO- FULL NỘI THẤT- SÁT PHỐ"
"Đất thổ cư • Ngang 3.9 m","Quận Long Biên • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","Bán Đất Tái Định Cư Ngọc Thuỵ, View công Viên, Kinh Doanh Đỉnh."
"3 PN • Nhà ngõ, hẻm","Quận Ba Đình • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","NHÀ AN XÁ VIEW SÔNG NGÕ THÔNG BÀN CỜ OTO ĐỖ CÁCH 10M THIẾT KẾ CHÂU ÂU"
"Đất thổ cư • Ngang 5 m","Huyện Đông Anh • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","✌✌✌ SIÊU PHẨM LÔ GÓC 54m2 Cán Khê, Nguyên Khê –Ngõ Thông, Ô TÔ TRÁNH"
"2 PN • Nhà ngõ, hẻm","Huyện Đông Anh • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","❌❌Nhà Đẹp 44m2 Thôn Đoài, Nam Hồng, Ngõ Thông, Vios Đỗ Cửa"
"6 PN • Nhà ngõ, hẻm","Quận Đống Đa • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","BÁN NHÀ NGUYỄN CHÍ THANH - 55M2 - 6 TẦNG - Ô TÔ VÀO NHÀ - 17.85 TỶ"
"Đất thổ cư • Ngang 4.6 m","Huyện Đông Anh • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","✅️NHỎ TIỀN, HIẾM!! Bán 52m2 đất Hậu Dưỡng, Kim Chung 🌻 Dân cư đông đúc"
"8 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","SIÊU PHẨM -NHÀ YÊN HOÀ - CẦU GIẤY - 1 NGOẶT RA PHỐ - NGÕ NÔNG -NHÀ MƠI"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","HIẾM: Ô TÔ ĐỖ CỬA, SỔ ĐỎ 40M, NHÀ 3 TẦNG PHỐ KIM NGƯU; 6,8 TỶ"
"2 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","BÁN NHÀ MẶT PHỐ MẠC THỊ BƯỞI – VỊ TRÍ KINH DOANH SIÊU ĐẸP – CHỈ 26.5 T"
"4 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","CỰC NGON. BÁN NHÀ CỔ NHUẾ - MỚI XÂY- NGÕ RỘNG - THOÁNG/ 38M X 5,9 TỶ"
"2 PN • Tập thể, cư xá","Quận Bắc Từ Liêm • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","Tập thể Học Viện Cảnh Sát - Cổ Nhuế. SĐ45m2/55m. Tầng 3/5. Nguyên bản"
"2 PN • Nhà ngõ, hẻm","Huyện Gia Lâm • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","Đất phân lô 47m2 có sẵn nhà C4, sân để xe về ở luôn, ngõ nông thẳng tu"
"4 PN • Nhà phố liền kề","Huyện Mê Linh • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","BÁN CĂN NHÀ VƯỜN GIÁ *** HUD MÊ LINH – ĐÓN SÓNG VÀNH ĐAI 4"
"2 PN • Chung cư","Quận Bắc Từ Liêm • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","BÁN GẤP_CHUNG CƯ B2 PHẠM VĂN ĐỒNG_CÔNG VIÊN HÒA BÌNH_SỔ ĐỎ VĨNH VIỄN"
"2 PN • Chung cư","Quận Đống Đa • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","CHÍNH CHỦ_BÁN CHUNG CƯ A1 HOÀNG CẦU_YÊN LÃNG_ĐỐNG ĐA_TÁCH SỔ HỒNG"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • 2 ngày trước","11,5 tỷ","153 tr/m²","75 m²","PHỐ VÍP TÔ HIỆU CÁCH ÔTÔ 3m DÂN TRÍ CAO NHÀ MỚI TINH Ở NGAY 43m*5T 9tỷ"
"3 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Căn 3N2VS Full đồ cần bán giá 3 tỷ 780tr. Tại Vinhomes Ocean Park"
"1 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Tôi chính chủ cần bán gấp căn 1PN + 1, 1VS full nội thất giá 2.3 tỷ"
"2 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","CÒN ĐÚNG 1 CĂN 2PN+1,2VS GIÁ 3,3TỶ FULL NỘI THẤT CHO AC NÀO CẦN ĐẦU TƯ"
"3 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","CẦN BÁN NHANH CĂN 3PN FULL ĐỒ ĐẢNG CẤP NHƯ KHÁCH SẠN 5 SAO GIÁ 3.75 TỶ"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Huyện Thanh Trì • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","bán nhà xây mới 5,5 tầng SĐCC Thanh liệt đường Kim giang 6 tỷ"
"2 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Còn đúng môt căn 2pn1vs full nội thất giá 2.67 tỷ tại vin ocean park"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","BÁN NHÀ 4 tầng CẦU GIẤY 55m2 MT 7,7m SÁT PHỐ GIÁ NHỈNH 8 TỶ"
"4 PN • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","MẶT PHỐ 60M 5T THANG MÁY - VỈA HÈ - Ô TÔ TRÁNH"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","THỊNH LIỆT -GIÁP NHỊ -MẶT NGÕ THÔNG -50M RA Ô TÔ - 42M2 -5 TẦNG -6 NGỦ"
"1 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Mã 31m2 căn studio cần bán giá rẻ đẹp 1tỷ 690triệu.Vinhomes Ocean Park"
"2 PN • Chung cư","Quận Hà Đông • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Căn hộ CT2A Văn Quán GẦN HỒ-MÁT LẠNH 70m2, S.đỏ chính chủ giá hạt Dẻ."
"3 PN • Hướng Tây Bắc • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Bán nhà nguyên căn mới tinh Xuân La - Tây Hồ, 35m2 8 Tỷ"
"Đất thổ cư","Huyện Ứng Hòa • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","bán đất quảng phú cầu, ứng hòa giá 13.5tr/m2"
"3 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Chính chủ bán căn 3pn,2vs diện tích 106m2 giá 5 tỷ tại VHOCP"
"2 PN • Chung cư","Huyện Gia Lâm • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","BÁN NHANH CĂN 2PN+,2VS GÓC.70M2 GIÁ 3TỶ300TR TẠI VINHOMES OCEAN PARK"
"5 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","SIÊU PHẨM HOÀNG CẦU! 7T THANG MÁY, 30M ÔTÔ TRÁNH, 53M2, MT 6.8M"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","SỞ HỮU NGAY- Nhà 75m2 Văn Quán Hà Đông, 2.39tỷ."
"10 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","SIÊU PHẨM! BÁN NHÀ CHÙA LÁNG, 7T, KD, ÔTÔ 5M, THÔNG, 62M2, MT 6.2M"
"4 PN • Nhà phố liền kề","Quận Thanh Xuân • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Siêu VIP, LK Lê Trọng Tấn, L.góc, PL, oto tránh, 90m2, mt 5.5m, 21,9T"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","3,78 tỷ","47 tr/m²","80 m²","Bán nhà Định Công Thượng 6,2 tỷ, 32m2*5T Nhà đẹp, Ngõ nông, Gần phố"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Bán nhà Hào Nam_Đống Đa -Diện tích 35m×5 tầng-Mặt tiền 3.5m-Giá 8.5 tỷ"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","CC bán nhà CCMN 9 tầng lô góc 3 thoáng , 23p kk cho thuê 1,5 tỷ/ năm"
"1 PN • Nhà mặt phố, mặt tiền","Quận Đống Đa • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","NHÀ C4 132M2 MẶT PHỐ XÃ ĐÀN KÉO DÀI - ĐỐNG ĐA"
"3 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","BÁN NHÀ NGÕ 178 CỔ NHUẾ - MỚI XÂY - GẦN PHỐ -THOÃNG ĐÃNG - CHỈ 6,35 TỶ"
"5 PN • Nhà ngõ, hẻm","Quận Ba Đình • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","PHÂN LÔ BA ĐÌNH - GARA Ô TÔ - THÔNG SỐ ĐẸP - MẶT TIỀN SIÊU RỘNG - NHÀ"
"4 PN • Nhà ngõ, hẻm","Quận Hà Đông • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","SIÊU PHẨM PHÚ LƯƠNG 40m, 5T , 4PN Lô góc - Ngõ Thông"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","BÁN NHÀ 5T KHÂM THIÊN_ĐỐNG ĐA NHÀ ĐẸP THOÁNG full NỘI THẤT Ở NGAY"
"3 PN • Nhà mặt phố, mặt tiền","Quận Hai Bà Trưng • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","BÁN NHÀ PHỐ GIẢI PHÓNG – LÊ THANH NGHỊ, 25M2 × 5T, NHÀ ĐẸP, GIÁ TỐT V"
"5 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Huyện Hoài Đức • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Cần Bán giảm giá sâu: Căn 4,5 tầng -34- dân xây - Vân Canh - Hoài Đứ"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Bán nhà ! Hào Nam 10m ra phố, kinh doanh, nhà dân xây kiên cố, 40m2*5T"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Cực đẹp ! Tôn Đức Thắng,ngõ thông,otô đỗ cửa,kinh doanh,gần phố 37m5t"
"5 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","BÁN NHÀ VŨ TÔNG PHAN, NGÕ THÔNG ÔTÔ ĐỖ CỬA, GẦN HỒ, NHÀ MỚI ĐẸP FUL ĐỒ"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Siêu phẩm của siêu phẩm 32m2 6 tầng Định Công - Hoàng Mai hàng hiếm"
"9 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Bán nhà CHDV Trương Định DT ~ 1 tỷ/n 30m ra phố, 9PKK, PCCC, ngõ thông"
"7 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Bán Nhà Riêng Phú Diễn Sát Hồ, 45m2, 5Tầng, Đủ Đồ ,Ngõ Nông Ôtô Đỗ Gần"
"5 PN • Nhà ngõ, hẻm","Quận Bắc Từ Liêm • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Cần bán nhà khu Học viện Tài chính, DT 50m² x 5 tầng, giá chỉ hơn 7 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","bán nhà phố Dương Văn Bé ngõ nông thông tứ tung ba gác phi ầm ầm 25m2x"
"4 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","💥 Bán Nhà Lạc Long Quân, Tây Hồ, ngõ rộng thênh thang, chỉ hơn 8 tỷ!"
"5 PN • Nhà mặt phố, mặt tiền","Quận Long Biên • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","NGUYỄN VĂN CỪ 14 tỷ 45m MẶT TIỀN 7m LÔ GÓC 3 MẶT ÔTÔ, LONG BIÊN HÀ NỘI"
"6 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","8,5 tỷ","243 tr/m²","35 m²","Bán nhà Lĩnh Nam 5 tầng 6 ngủ"
"3 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Nhanh tay căn 3n2vs 80m2 giá chỉ còn 3.8 tỷ tại Vin Ocean Park"
"2 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Quá bất ngờ 2n+1(2vs)70m2 căn góc giá chỉ còn 3.3 tỷ tại VinOceanPark"
"1 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Cần tiền bán nhanh căn studio 31m2 giá chỉ 1.7 tỷ tại Vin Ocean Park"
"2 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Bán nhanh căn 2n1vs full đồ 60m2 giá chỉ 2.68 tỷ tại Vin Ocean Park"
"1 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Bán nhanh căn 1n+1 47m2 full đồ giá chỉ 2.25 tỷ tại vin Ocean Park"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","HIẾM-5,38TỶ CÓ NHÀ VĂN CHƯƠNG ĐẸP 3PN, NGÕ 3 GÁC THẲNG TẮP|DT25M2x4T"
"4 PN • Nhà phố liền kề","Quận Hà Đông • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Giá rẻ nhất khu, căn liền kề hoàn thiện cực đẹp gần khu TTTM."
"Đất thổ cư","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Tôi CC , Bán đất Đại Bản Gia Lâm, lô góc, DT51m, giá 3.618 tỷ"
"3 PN • Hướng Tây • Nhà phố liền kề","Quận Long Biên • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Nhà 5tầng trung tâm P Thạch Bàn mới hoàn thiện đón Tết"
"Đất thổ cư","Huyện Thường Tín • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","BÁN ĐẤT ĐẤU GIÁ LIÊN PHƯƠNG - THƯỜNG TÍN - HÀ NỘI"
"Đất thổ cư • Ngang 3.7 m","Huyện Gia Lâm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Mảnh đất mặt đường ôtô tránh kinh doanh sầm uất trung tâm H. Gia Lâm"
"4 PN • Chung cư","Quận Thanh Xuân • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","BÁN CĂN HỘ CC NHÂN HÒA-4NGU-LÔ GÓC-5.5TY-THANH XUÂN."
"Đất thổ cư • Ngang 6.6 m","Quận Nam Từ Liêm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Đất ôtô tránh, 50m2, mặt tiền 6,6 m - ngã tư Đại Mỗ - Lê Quang Đạo"
"2 PN • Hướng Đông Bắc • Chung cư","Quận Nam Từ Liêm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Chính chủ bán căn 2 GN toà i2 Imperia Smart City view bể bơi full đồ"
"1 PN • Hướng Tây Nam • Chung cư","Quận Nam Từ Liêm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","chính chủ bán gấp căn 1+ ban công ĐB tầng 5 toà S403 Vinhomes Smart"
"5 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Nhà UBND Đại Mỗ,ôtô đỗ cửa.5 tầng xây mới.60m2."
"3 PN • Nhà ngõ, hẻm","Huyện Hoài Đức • 4 ngày trước","3,8 tỷ","48 tr/m²","80 m²","Nhà dân xây 4 tầng, nội thất cơ bản,ngõ rộng,đi 30m ra Phố ôtô tránh."
